,problem_id,problem_code,assistment_id,problem_set_id,problem_set_type,problem_set_name,curriculum,grade_or_subject,unit,link,skill_codes,skill_names,problem_type,problem_body,attempts,correct_count,percent_correct,first_cwa,first_cwa_count,second_cwa,second_cwa_count,third_cwa,third_cwa_count,answer
13508,1695672.0,PRABKEKV,1195781.0,PSABBMVM,,5 Common Core Cumulative Standards Review,Textbook Curricula,Pearson (Prentice-Hall),HS: Algebra I,https://app.assistments.org/find/lv/lesson/329641/963490,,,open_response,"<p>Page 360 #28</p>
<p><span style=""font-weight: 400;"">Write the equation using the ""WIRIS editor"" button&nbsp;<img src=""/images/assistments/249446.jpg"" alt="""" width=""26"" height=""22"" /></span></p>",,,,,,,,,,
159070,1914408.0,PRABQVX2,1328745.0,PSABNRJ2,,4.2 Unit 8 Test (Lessons 33 to 40),JUMP Math,Grade 4,Part 2 Quizzes & Tests,https://app.assistments.org/find/lv/lesson/354506/1264947,4.MD.A.3-1,Find the Area & Perimeter of Rectangles With a Formula,numeric,"<p>f)&nbsp;The area of Rectangle B pictured above is _____&nbsp;<img class=""Wirisformula"" style=""max-width: none; vertical-align: -1px;"" src=""/pluginwiris_engine/app/showimage?formula=93084f9548f1b7adc4027e863cbde184&amp;cw=32&amp;ch=17&amp;cb=16"" width=""32"" height=""17"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mi&raquo;c&laquo;/mi&raquo;&laquo;msup&raquo;&laquo;mi&raquo;m&laquo;/mi&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;/msup&raquo;&laquo;/math&raquo;"" />.</p>",,,,,,,,,,9
26188,2089724.0,PRABUB8Q,1431841.0,PSABWCY6,,(6.EE.B.7) Writing 1-Step Equations (Multiplication/Division) from Word Problems Skill Builder,Skill Builders,Grade 6,(EE) Expressions and Equations ,https://app.assistments.org/find/lv/lesson/328758/1492150,6.EE.B.7,Write & Solve 1-Step Equations,choose_1,"<p><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Which scenario could represent the equation below?\n\n\na/6 = 18&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Arial&quot;,&quot;16&quot;:10}"">Which scenario could represent the equation below?<br /><br /><br /><img class=""Wirisformula"" style=""max-width: none; vertical-align: -12px;"" src=""/pluginwiris_engine/app/showimage?formula=7c1e373de9dd1b814dc19cd9b01be135&amp;cw=55&amp;ch=32&amp;cb=20"" alt=""a over 6 equals 18"" width=""55"" height=""32"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mfrac&raquo;&laquo;mi&raquo;a&laquo;/mi&raquo;&laquo;mn&raquo;6&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;mn&raquo;18&laquo;/mn&raquo;&laquo;/math&raquo;"" /><br /></span></p>",31.0,16.0,51.6,Sam needs to buy lunch at school. she had $18 in his wallet and spent $6 on a sandwich. How much did she have left?,6.0,"Sam needs to buy lunch at school for the next five days. If his mother gives her $18, how much can she spend on each lunch?",6.0,Sam needs to buy lunch at school. she bought hot lunch for $18 and a dessert for $6. How much did she spend altogether?,1.0,Sam needs to buy lunch at school for the next eighteen days. How much money will she need if each lunch costs $6?
85621,1819866.0,PRABN7TT,1278642.0,PSABEST6,,"Lesson 6: Quiz (7.NS.A.2a,7.NS.A.2b,7.NS.A.2c)",Textbook Curricula,Ready,Ready 7,https://app.assistments.org/find/lv/lesson/334124/1057623,,,choose_1,"<p style=""color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">c.&nbsp;True or False?</p>",,,,,,,,,,True
246093,731969.0,PRASY7Q,467927.0,PSAG53B,,1-3 - Properties,Textbook Curricula,Glencoe McGraw-Hill,Pre-Algebra (2012),https://app.assistments.org/find/lv/lesson/328907/204477,,,choose_1,<p><span>Page 21 #22</span></p>,11.0,9.0,81.8,Additive Identity,1.0,Commutative Property of Addition,1.0,,,Associative Property of Addition
6015,960322.0,PRAYNES,636321.0,PSANH3V,,Chapter 9 Review,Textbook Curricula,Big Ideas Learning,Grade 8: Blue (2014),https://app.assistments.org/find/lv/lesson/328650/335190,,,choose_1,"<p>Page 403 #8</p>
<p>Make a table.</p>",,,,,,,,,,"I did not make a table., I made a table and it was difficult., I made a table and it was easy."
251473,189405.0,PRADMMM,99303.0,PSAPN5,,(7.NS.A.2c) Multiply/Divide Integers Skill Builder,Skill Builders,Grade 7,(NS) The Number System,https://app.assistments.org/find/lv/lesson/328754/11899,7.NS.A.2c-3,Multiply/Divide Rational Numbers Using Properties of Operations,numeric,"<p><span style=""color: #000000;"">What is 10&nbsp;&middot; (<span style=""background-color: #ffffff;"">-9</span>)?</span></p>",411.0,344.0,83.7,1,6.0,-1,3.0,-19,2.0,-90
285871,1943627.0,PRABRJBT,1348330.0,PSABQ789,Addition Sprint 2 (A),1.5 Lesson 1 (1.G.A.1),EngageNY/Eureka Math (© by Great Minds®) *,Grade 1,Fluency Support,https://app.assistments.org/find/lv/lesson/364453/1338641,1.OA.C.6,Add & Subtract Within 20 Using Multiple Strategies,numeric,"<p><span style=""font-weight: 400;"">13+4=__</span></p>
<p>&nbsp;</p>
<p style=""text-align: right;""><span style=""font-size: 8pt;"">Modified from&nbsp;<a href=""https://www.engageny.org/"" target=""_blank"" rel=""noopener noreferrer"">EngageNY</a>&nbsp;&copy;Great Minds&nbsp;<a href=""https://new.assistments.org/curricula/great-minds"" target=""_blank"" rel=""noopener noreferrer"">Disclaimer</a></span>&nbsp;</p>",,,,,,,,,,17
394200,1999120.0,PRABSSCK,1384872.0,PSABTFZZ,Tasks,"Math III.1 Lesson 4 Pulling a Rabbit Out of the Hat (HSF-BF.B.4,HSF-BF.B.4.a S,HSF-BF.B.4.b)",Open Up Resources,Math III,Unit 1 - Functions and Their Inverses,https://app.assistments.org/find/lv/lesson/362628/1405686,"HSF.BF.B.4a, HSF.BF.B.4b","Verify Inverse Functions by Composition, Write Expressions for Inverses of Functrions",open_response,"<p>Based on your work in this task and the other tasks in this unit, what relationships do you see between functions and their inverses?</p>",18.0,0.0,0.0,,,,,,,
333776,1894168.0,PRABQMT8,1320939.0,PSABMECT,End-of-Unit(B),6.7 End-of-Unit Assessment (B),Kendall Hunt Illustrative Mathematics,Grade 6,Unit 7 - Rational Numbers,https://app.assistments.org/find/lv/lesson/362935/1225353,6.EE.B.8,Write Simple Inequalities to Represent a Condition,numeric,"<p><span style=""font-weight: 400;"">Complete the inequality</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">w &gt; _______________</span></p>",135.0,68.0,50.4,43,15.0,56,6.0,60,3.0,55
444234,1085505.0,PRA3RT6,728961.0,PSAQVRB,Problem Set,8.5 Lesson 7 (8.F.A.2),EngageNY/Eureka Math (© by Great Minds®) *,Grade 8,Module 5 - Examples of Functions from Geometry,https://app.assistments.org/find/lv/lesson/356348/405016,8.F.A.2,Compare Functions in Different Forms,open_response,<p>How do you know?</p>,2437.0,139.0,5.7,,,,,,,
254761,1723405.0,PRABK4VP,1216235.0,PSABCEH6,,"12.3: Approximating Square Roots - Exercises (8.NS.1, 8.NS.2, 8.EE.2)",Textbook Curricula,Big Ideas Learning,Grade 7: Red Accelerated (2013),https://app.assistments.org/find/lv/lesson/328610/987191,,,choose_1,"<p><img id=""mce_1"" class=""Wirisformula"" style=""max-width: none; vertical-align: -17px;"" src=""/pluginwiris_engine/app/showimage?formula=a01cd0e445dcdfdbba75eeaaa885b900&amp;cw=44&amp;ch=45&amp;cb=28"" width=""44"" height=""45"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;msqrt&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;3&laquo;/mn&raquo;&laquo;mn&raquo;16&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;/msqrt&raquo;&laquo;/math&raquo;"" /></p>",,,,,,,,,,No
230798,1900958.0,PRABQRQG,1324667.0,PSABM2SP,,3.2 Unit 2 Quiz (Lessons 5 to 8),JUMP Math,Grade 3,Part 2 Quizzes & Tests,https://app.assistments.org/find/lv/lesson/354238/1244011,3.NF.A.3d,Comprare Fractions with Like Numerators or Denominators,choose_1,"<p>Which sign would you use to compare the fractions in part a)?&nbsp;<br /><br /><img src=""/images/assistments/423136.jpg"" alt="""" width=""93"" height=""56"" /></p>
<!-- Attribution -->
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p style=""text-align: right;""><span style=""font-size: 10px;""><em>&nbsp;Copyright&nbsp;&copy;&nbsp;JUMP&nbsp;Math</em></span></p>",,,,,,,,,,>
288963,1980947.0,PRABSDB7,1373328.0,PSABSS9Z,,5.1 Lesson 1 Sprint - Side B,EngageNY/Eureka Math (© by Great Minds®) *,Grade 5,Fluency Support,https://app.assistments.org/find/lv/lesson/364953/1385753,5.NBT.A.2-1,Explain Patterns in the Number of Zeros when Multiplying by Powers of 10,numeric,"<p>354 x 10 = ___</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p style=""text-align: right;""><span style=""font-size: 8pt;"">Modified from&nbsp;<a href=""https://www.engageny.org/"" target=""_blank"" rel=""noopener noreferrer"">EngageNY</a>&nbsp;&copy;Great Minds&nbsp;<a href=""https://new.assistments.org/curricula/great-minds"" target=""_blank"" rel=""noopener noreferrer"">Disclaimer</a></span></p>",468.0,435.0,92.9,3450,4.0,2540,3.0,"3,450",1.0,3540
240396,419313.0,PRAJECD,242237.0,PSABKKR,,(5.NF.A.1) Subtracting Mixed Fractions Skill Builder,Skill Builders,Grade 5,(NF) Number and Operations - Fractions ,https://app.assistments.org/find/lv/lesson/328776/38733,5.NF.A.1-4,Subtract Mixed Numbers with Unlike Denominators,fraction_reduced,"<p>Find the difference:</p>
<p>&nbsp;</p>
<p><img class=""Wirisformula"" style=""max-width: none; vertical-align: -12px;"" src=""/pluginwiris_engine/app/showimage?formula=fcdc9d8b8799190dd68af46a9072019d&amp;cw=81&amp;ch=35&amp;cb=23"" width=""81"" height=""35"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mn&raquo;8&laquo;/mn&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;8&laquo;/mn&raquo;&laquo;mn&raquo;9&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;3&laquo;/mn&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;mn&raquo;7&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;/math&raquo;"" /></p>
<p>&nbsp;</p>
<p><br />Leave your answer as a&nbsp;<em><strong><span style=""text-decoration: underline;"">reduced proper fraction</span></strong></em>&nbsp;(example 2/7) or a&nbsp;<em><strong><span style=""text-decoration: underline;"">mixed number</span></strong></em>&nbsp;with a space between the whole number and the fraction (example 3 5/8)&nbsp;</p>",87.0,60.0,69.0,5 23/63,4.0,7,4.0,10 73/84,2.0,5 20/63
378092,1529766.0,PRABDCUU,1015360.0,PSA5FXY,Problem Set,5.1 Lesson 3 (5.NBT.A.2),EngageNY/Eureka Math (© by Great Minds®) *,Grade 5,Module 1 - Place Value & Decimal Fractions (NBT),https://app.assistments.org/find/lv/lesson/356411/780012,5.NBT.A.2-2,Explain Decimal Placement when Multiplying & Dividing Powers of 10,open_response,"<p>g)</p>
<p>Explain how you found the unknown numbers in set (d). Be sure to include your reading about the number of zeros&nbsp;in your numbers and how you placed the decimal.</p>",5404.0,115.0,2.1,,,,,,,
171382,1598459.0,PRABG2SK,1124844.0,PSAVV6X,Exit Ticket,"3.5 Lesson 25 (3.NF.3.A, 3.NF.3.B, 3.NF.3.C)",EngageNY/Eureka Math (© by Great Minds®) *,Grade 3,Module 5 - Fractions as Numbers on the Number Line,https://app.assistments.org/find/lv/lesson/357179/554393,3.NF.A.3c,Recognize & Generate Whole Numbers as Equivalent Fractions,open_response,"<p><img src=""/images/assistments/186590.jpg"" alt="""" width=""266"" height=""33"" /></p>
<p>a) Partition the wholes into thirds.&nbsp;</p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">Draw your number line on paper, take a picture, and upload it using the image upload icon<img src=""/images/assistments/100953.jpg"" alt="""" width=""34"" height=""29"" /> </span></p>
<p><span style=""font-weight: 400;"">If you do not have the ability to upload an image of your work type ""Number line is on paper.""</span></p>
<p>&nbsp;</p>
<p style=""font-size: 10px; text-align: right;"">Modified from <a href=""https://www.engageny.org/"" target=""_blank"" rel=""noopener noreferrer"">EngageNY</a> &copy;Great Minds <a href=""https://new.assistments.org/curricula/great-minds"" target=""_blank"" rel=""noopener noreferrer"">Disclaimer</a></p>",1745.0,189.0,10.8,,,,,,,
115948,1985666.0,PRABSF8K,1376099.0,PSABSX6R,Checkpoint (Section A),5.2 Section A Checkpoint,Kendall Hunt Illustrative Mathematics,Grade 5,Unit 2 - Fractions as Quotients and Fractions Multiplication,https://app.assistments.org/find/lv/lesson/362963/1390457,5.NF.B.3,Interpret Fractions as Division in Word Problems,numeric,"<p>Five friends equally share 3 liters of water. How many liters of water does each person get?</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">Do not include units (liters) in your answer.</span></p>",317.0,156.0,49.2,5/3,64.0,1,26.0,1/3,22.0,3/5
191959,1412209.0,PRABCJHH,991015.0,PSA39QN,,8-2 Solving Two-Step Eqautions,Textbook Curricula,Glencoe McGraw-Hill,Grade 7: Accelerated (2014),https://app.assistments.org/find/lv/lesson/328885/744228,,,numeric,<p>Page 336 #31</p>,12.0,9.0,75.0,-6.666666666,1.0,- 1/6,1.0,,,-6
150620,1058985.0,PRA2ZEQ,706472.0,PSAPUH2,,3.1 Practice B: Adding and Subtracting Decimals,Textbook Curricula,Holt McDougal Littell,Grade 7: Mathematics (2012),https://app.assistments.org/find/lv/lesson/329686/374069,,,old_algebra,<p>#13</p>,,,,,,,,,,16.73
107261,2048089.0,PRA63R2,827878.0,PSAVVND,Exit Ticket,2.4 Lesson 16 (2.OA.A.1),EngageNY/Eureka Math (© by Great Minds®) *,Grade 2,Module 4 - Add & Subtract Within 200,https://app.assistments.org/find/lv/lesson/356595/553880,2.OA.A.1,Solve Word Problems by Adding & Subtracting Within 100,numeric,"<p>Now solve:</p>
<p>&nbsp;</p>
<p>How many books did the bookstore sell on Wednesday?</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>Do not include units (books) in your answer.</p>",4.0,1.0,25.0,65,1.0,56,1.0,,,9
33614,590160.0,PRAPJRT,365630.0,PSACUED,,(5.MD.B.2) Interpreting Data from Line Plots Skill Builder,Skill Builders,Grade 5,(MD) Measurement and Data,https://app.assistments.org/find/lv/lesson/328775/76046,5.MD.B.2,Create and Solve Problems using Line Plots (Using addition & subtraction),old_algebra,"<p>The measurements of 8 different insect specimens are shown in the line plot below. Determine the difference in length between the longest and the shortest specimens.</p>
<p>&nbsp;</p>
<p>&nbsp; <img src=""/images/assistments/33861.jpg"" alt="""" /></p>
<p>&nbsp; <img src=""/images/assistments/33738.jpg"" alt="""" width=""405"" height=""68"" /></p>
<p>&nbsp;</p>",27.0,7.0,25.9,1/2,5.0,3/8,3.0,35/8,2.0,0.375
362553,1024353.0,PRAZ8EG,683401.0,PSAPNMZ,,7.2 Adding and Subtracting Polynomials,Textbook Curricula,Big Ideas Learning,HS: Purple Algebra I (2014),https://app.assistments.org/find/lv/lesson/328664/368395,,,old_algebra,"<p>Page 338 #15</p>
<p dir=""ltr"">Use the ^ symbol to represent an exponent.</p>
<p dir=""ltr"">For Example: 5<sup>2</sup>&nbsp;would be written as 5^2.</p>",36.0,28.0,77.8,4r^2-3,2.0,3r^2+r-3,1.0,-2r+4r^2-3,1.0,4r^2-2r-17
394049,1998735.0,PRABSR68,1384706.0,PSABTAS6,Jump Start,"Math I.1 Lesson 8 What Does It Mean? (HSA-REI.B.3, HSF-LE.A.2)",Open Up Resources,Math I,Unit 1 - Sequences,https://app.assistments.org/find/lv/lesson/362074/1400669,"HSA.REI.B.3, HSF.LE.A.2","Construct Linear & Exponential Functions, Solve Linear Equations/Inequalities in One Variable",numeric,"<p>Find the next three terms in the sequences.</p>
<p>&nbsp;</p>
<p>-32, -39, -46,&nbsp;<span style=""text-decoration: underline;"">&nbsp; &nbsp; A&nbsp; &nbsp;&nbsp;</span>,&nbsp;<span style=""text-decoration: underline;"">&nbsp; &nbsp; B&nbsp; &nbsp;&nbsp;</span>,&nbsp;<span style=""text-decoration: underline;"">&nbsp; &nbsp; C&nbsp; &nbsp;&nbsp;</span></p>
<p>&nbsp;</p>
<p>Fill in blank A.&nbsp;</p>
<p>&nbsp;</p>",12.0,11.0,91.7,,,,,,,-53
145080,995617.0,PRAZHTU,662642.0,PSAPG64,,2.2 Subtracting Integers: Extra Practice,Textbook Curricula,Houghton-Mifflin-Harcourt,Math in Focus,https://app.assistments.org/find/lv/lesson/329623/364120,,,old_algebra,<p>Page 14 #12</p>,48.0,33.0,68.8,-9,5.0,-23,2.0,0,1.0,9
271043,1986469.0,PRABSGRU,1376603.0,PSABSYMN,Practice Problems (Section C),3.5 Section C Practice Problems: Equivalent Fractions,Kendall Hunt Illustrative Mathematics,Grade 3,Unit 5 - Fractions as Numbers,https://app.assistments.org/find/lv/lesson/360644/1390888,3.NF.A.3c,Recognize & Generate Whole Numbers as Equivalent Fractions,choose_1,"<p>Decide if each fraction is a whole number.</p>
<p>&nbsp;</p>
<p><img class=""Wirisformula"" style=""max-width: none; vertical-align: -12px;"" src=""/pluginwiris_engine/app/showimage?formula=002b674bdcf8c7b29172dd8e34758046&amp;cw=38&amp;ch=35&amp;cb=23"" width=""38"" height=""35"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;100&laquo;/mn&raquo;&laquo;mn&raquo;3&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;/math&raquo;"" /></p>",15.0,7.0,46.7,Yes,64.0,,,,,No
209799,1280792.0,PRA8WBQ,882242.0,PSAXQMQ,,(F.BF.B.5) Logarithmic Equations Skill Builder,Skill Builders,High School: Functions,(BF) Building Functions,https://app.assistments.org/find/lv/lesson/367192/608636,HSF.BF.B.5,Apply Knowledge of Inverse Relationship of Exponents & Logarithms to Solve Problems ,old_algebra,"<p>Solve for x&nbsp;</p>
<p>&nbsp;</p>
<p>log<sub>2</sub>(4+5x) = log<sub>2</sub>(7x)</p>",3.0,3.0,100.0,,,,,,,2
305177,1765811.0,PRABMZQ4,1243001.0,PSABDED7,,Lesson 16 Solve Multi-Step Problems with Decimals,Textbook Curricula,Ready,Ready 7 (NC) Practice & Problem Solving,https://app.assistments.org/find/lv/lesson/330804/1016859,,,open_response,"<p><span style=""font-weight: 400;"">Write the equation using the ""WIRIS editor"" button&nbsp;<img src=""/images/assistments/100955.jpg"" alt="""" width=""39"" height=""32"" /></span></p>",,,,,,,,,,
52452,2087666.0,PRABUA5B,1430775.0,PSABWDUG,,Smarter Balanced Grade 11 Mathematics Practice State Test 2016 (MT),Released State Practice Tests,Montana,Grade 11 MontCAS,https://app.assistments.org/find/lv/lesson/367819/1492966,HSA.REI.B.3,Solve Linear Equations/Inequalities in One Variable,choose_1,"<p>Consider this solution to a problem.</p>
<p>&nbsp;</p>
<table style=""height: 160px;"" width=""259"">
<tbody>
<tr>
<td style=""width: 78.6823px;""><span style=""font-size: 12pt;"">Problem:&nbsp;</span></td>
<td style=""width: 164.318px;""><span style=""font-size: 12pt;""><img class=""Wirisformula"" style=""max-width: none; vertical-align: -3px;"" src=""/pluginwiris_engine/app/showimage?formula=f5129475cc93ecbcb36580042091af27&amp;cw=164&amp;ch=17&amp;cb=14"" alt=""negative 4 left parenthesis 6 space minus space y right parenthesis space plus space 4 space equals space minus 4"" width=""164"" height=""17"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;mo&raquo;(&laquo;/mo&raquo;&laquo;mn&raquo;6&laquo;/mn&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mi&raquo;y&laquo;/mi&raquo;&laquo;mo&raquo;)&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;+&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;/math&raquo;"" /></span></td>
</tr>
<tr>
<td style=""width: 78.6823px;""><span style=""font-size: 12pt;"">Step 1:</span></td>
<td style=""width: 164.318px;""><span style=""font-size: 12pt;""><img class=""Wirisformula"" style=""max-width: none; vertical-align: -3px;"" src=""/pluginwiris_engine/app/showimage?formula=b660a11bfadd476fac87ff04fc9b6586&amp;cw=164&amp;ch=15&amp;cb=12"" alt=""negative 24 space minus space 4 y space plus space 4 space equals space minus 4"" width=""164"" height=""15"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;24&laquo;/mn&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;mi&raquo;y&laquo;/mi&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;+&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;/math&raquo;"" /></span></td>
</tr>
<tr>
<td style=""width: 78.6823px;""><span style=""font-size: 12pt;"">Step 2:</span></td>
<td style=""width: 164.318px;""><span style=""font-size: 12pt;""><img class=""Wirisformula"" style=""max-width: none; vertical-align: -3px;"" src=""/pluginwiris_engine/app/showimage?formula=c2cb2a3c607176f5d65fd568baaea49c&amp;cw=129&amp;ch=15&amp;cb=12"" alt=""negative 20 space minus space 4 y space equals space minus 4"" width=""129"" height=""15"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;20&laquo;/mn&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;mi&raquo;y&laquo;/mi&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;/math&raquo;"" /></span></td>
</tr>
<tr>
<td style=""width: 78.6823px;""><span style=""font-size: 12pt;"">Step 3:</span></td>
<td style=""width: 164.318px;""><span style=""font-size: 12pt;""><img class=""Wirisformula"" style=""max-width: none; vertical-align: -3px;"" src=""/pluginwiris_engine/app/showimage?formula=a3fe2dbe46abad3faeadaaf910a97f6c&amp;cw=77&amp;ch=15&amp;cb=12"" alt=""negative 4 y space equals space 16"" width=""77"" height=""15"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;mi&raquo;y&laquo;/mi&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;16&laquo;/mn&raquo;&laquo;/math&raquo;"" /></span></td>
</tr>
<tr>
<td style=""width: 78.6823px;""><span style=""font-size: 12pt;"">Step 4:</span></td>
<td style=""width: 164.318px;""><span style=""font-size: 12pt;""><img class=""Wirisformula"" style=""max-width: none; vertical-align: -3px;"" src=""/pluginwiris_engine/app/showimage?formula=998d4e5f77ce2131e8d742f2059cf411&amp;cw=61&amp;ch=15&amp;cb=12"" alt=""y space equals space minus 4"" width=""61"" height=""15"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mi&raquo;y&laquo;/mi&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;/math&raquo;"" /></span></td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>Which step was the mistake made?</p>",29.0,20.0,69.0,Step 2,36.0,Step 3,18.0,Step 4,9.0,Step 1
